ID,CURR_AGE,GENDER,ANN_INCOME,AGE_CAR,AGE_SEG,proba_logreg,pred_logreg,proba_xgb,pred_xgb
81002N80ER,36,M,1373923,467,3,0.983271232,1,0.9332582,1
52976Y23YV,62,M,903611,483,3,0.93029523,1,0.81306,1
35171N64IQ,30,M,950780,333,2,0.810908056,1,0.6284998,1
07435F38ME,49,M,1098881,943,4,0.974447401,1,0.8685654,1
04880Q38XH,45,F,1195293,448,3,0.964941769,1,0.9184157,1
67314P31BW,33,M,1284881,431,3,0.979854302,1,0.92616355,1
78932L71KP,61,F,1647942,385,3,0.98619668,1,0.8363988,1
40375M86YN,56,M,1966269,198,1,0.96860962,1,0.37780893,0
53623G91TK,38,F,1153463,290,2,0.841269355,1,0.6193246,1
52166P85FP,64,F,1653336,394,3,0.985907575,1,0.77757204,1
70383N43SV,45,F,1033296,341,2,0.783265274,1,0.47291574,0
53637R52YT,41,M,834577,511,4,0.955581905,1,0.9264604,1
68376P84JI,30,M,1417685,521,4,0.990640215,1,0.93657833,1
03194M47NG,63,F,1633657,522,4,0.990232791,1,0.76284665,1
65265G83DK,62,M,1026058,480,3,0.947805438,1,0.81306,1
96159B07KI,50,M,1768567,912,4,0.995100803,1,0.8777424,1
09433P56WL,65,M,1860112,259,2,0.965751318,1,0.38677856,0
02105W03QL,34,M,820318,916,4,0.957446843,1,0.9228742,1
35875S23EA,37,M,1366450,139,1,0.894725409,1,0.5742678,1
32065I84KG,39,M,1264993,107,1,0.865499206,1,0.5786984,1
07241D47CG,37,F,808446,138,1,0.629700539,1,0.31369096,0
08746Q01YT,47,M,984660,177,1,0.743550647,1,0.52896446,1
10637D54BF,36,M,998358,399,3,0.958083676,1,0.9332582,1
11159L26IU,52,F,1922807,414,3,0.993719185,1,0.886927,1
01920G07DJ,51,F,883290,75,1,0.635931945,1,0.3156903,0
39058V04QG,35,M,1006503,166,1,0.778644456,1,0.6678607,1
64238F21MK,25,F,1196713,592,4,0.98125952,1,0.8733012,1
77079H58KM,61,M,856488,452,3,0.923030576,1,0.80843455,1
75994I27UJ,63,M,606865,717,4,0.903990649,1,0.95406586,1
91172K62AK,38,F,1002386,454,3,0.948369143,1,0.919882,1
45886J48ZW,37,M,1604211,73,1,0.939225291,1,0.5742678,1
61293E65QJ,38,M,1898934,107,1,0.969749978,1,0.6188282,1
76658W60AI,33,M,1101731,435,3,0.968440596,1,0.92616355,1
40252R99YM,27,M,1143772,327,2,0.878238799,1,0.68447644,1
79789S01PE,58,F,793680,322,2,0.630024062,1,0.34961647,0
17552A62BL,43,F,933919,481,3,0.935883826,1,0.9067236,1
46085T82NC,40,M,1107571,313,2,0.850043317,1,0.62425214,1
95275T00EP,28,M,1206171,426,3,0.976890085,1,0.91967314,1
26201A45UL,60,F,1310628,388,3,0.96869513,1,0.8175113,1
06956B09KB,58,M,635842,406,3,0.876959341,1,0.8838407,1
64776U15OR,28,F,845720,412,3,0.932887803,1,0.89875805,1
36046Q76IJ,49,F,1481176,296,2,0.914122258,1,0.43210313,0
71835A69NI,36,M,1683212,388,3,0.992244561,1,0.9332582,1
66413U68BB,29,F,1059572,350,2,0.822786248,1,0.65339136,1
27096E00WD,59,M,1288750,434,3,0.973257445,1,0.7731661,1
37506C67QV,42,M,829183,481,3,0.93305759,1,0.92048156,1
88015W75MK,49,M,1899469,438,3,0.994756752,1,0.89880913,1
37395C76UB,50,M,1234189,387,3,0.972372808,1,0.8991605,1
71482A09MK,58,F,379247,99,1,0.312050253,0,0.47765702,0
10788Z79XH,43,F,1599787,110,1,0.920698463,1,0.25879565,0
91538K08KK,59,F,1943920,646,4,0.995701984,1,0.7694029,1
46013H43HN,28,M,1021324,256,2,0.839752498,1,0.66705006,1
53387H45AV,28,M,613292,102,1,0.586523912,1,0.6951664,1
02199V00HO,28,F,657624,542,4,0.928762144,1,0.8705187,1
37740O16IP,31,F,1069625,446,3,0.959317475,1,0.9112058,1
44874X33DN,42,F,994656,86,1,0.71941891,1,0.26218042,0
53018W15MI,39,M,953200,190,1,0.746043135,1,0.5786984,1
65383R22EU,56,F,1004121,610,4,0.95756472,1,0.7652249,1
51854E28VW,34,F,946256,913,4,0.961746862,1,0.88988173,1
96544U78DS,34,F,766388,428,3,0.913980612,1,0.90566987,1
72745I87SB,44,M,1595230,163,1,0.933055049,1,0.49624813,0
21490V81RK,37,M,921190,158,1,0.73500686,1,0.5742678,1
21987H74QU,38,F,1081210,314,2,0.815476628,1,0.6193246,1
69716S46AN,43,M,1611169,944,4,0.993298102,1,0.90625364,1
86504G24MN,28,F,1184074,518,4,0.979999193,1,0.8850042,1
27759Z82QV,63,F,583390,578,4,0.878428225,1,0.9277214,1
54202A22FD,30,F,761295,465,3,0.916563379,1,0.91158444,1
89774S27KA,37,F,1304517,439,3,0.975444848,1,0.8984567,1
65034P74BZ,38,M,1683827,751,4,0.99472249,1,0.9281197,1
62925P29ST,34,M,989505,844,4,0.971777262,1,0.9228742,1
78702S42NL,42,F,1417653,405,3,0.980331056,1,0.9104427,1
96859Z12KR,41,F,1414197,1018,4,0.986882867,1,0.8972571,1
96728B06DF,51,M,864442,446,3,0.932108985,1,0.87742037,1
40137N44TO,28,M,826523,187,1,0.708035285,1,0.69369775,1
15290P27KR,40,M,1982233,15,1,0.974765121,1,0.54520947,1
98362N90NW,43,M,1363352,178,1,0.88725267,1,0.50022155,1
84774A90WV,34,M,1234801,242,2,0.893221725,1,0.6356012,1
64183Q27HB,63,F,1430405,538,4,0.983821447,1,0.76284665,1
51654X48MW,33,F,1144393,22,1,0.80563755,1,0.53358656,1
74779U54WK,64,F,531003,466,3,0.806184978,1,0.89014614,1
74640F23LJ,31,F,871719,5,1,0.681186236,1,0.54083115,1
88388X41WB,51,M,706721,901,4,0.932883114,1,0.93873024,1
01442O47QK,65,M,894830,935,4,0.9499558,1,0.7447711,1
47890U59GB,47,F,856211,94,1,0.630826975,1,0.3014064,0
58473B29RK,50,F,864279,278,2,0.690423078,1,0.4369907,0
97291F50AU,31,F,587975,300,2,0.580853768,1,0.56331426,1
96779Z37KO,41,F,1498648,208,2,0.924226624,1,0.50517076,1
53423K87DI,39,M,1119101,346,2,0.855136118,1,0.6541931,1
49128I31HC,61,F,780262,626,4,0.923846413,1,0.8555571,1
27103I46WR,48,F,1206942,826,4,0.976309642,1,0.8532582,1
27428N22BF,61,M,1972633,119,1,0.967318557,1,0.3567804,0
67882M85GM,60,M,1201287,242,2,0.850692979,1,0.3793471,0
16048W67XO,64,F,1148507,34,1,0.745520137,1,0.31354538,0
12679V31IA,47,M,1096558,272,2,0.835695451,1,0.5861742,1
23626V64KU,36,M,896826,414,3,0.946542073,1,0.9332582,1
37211F96VG,34,M,1325344,564,4,0.987673351,1,0.9228742,1
13148E50YF,64,F,835999,205,2,0.638664735,1,0.3539714,0
64489T07SY,25,M,935491,613,4,0.97088404,1,0.9069544,1
85857O21DV,51,F,856167,98,1,0.619998073,1,0.3156903,0
39473Z73QS,33,M,743211,474,3,0.925682584,1,0.87782544,1
05890K33NY,43,F,1101053,881,4,0.970972639,1,0.85939765,1
11017Q67DB,55,M,864052,343,2,0.721032784,1,0.44112214,0
48654N28JH,47,M,1046129,418,3,0.957814592,1,0.9281853,1
75017R97NE,45,F,1208580,537,4,0.977188563,1,0.90020305,1
95250X54EP,63,F,682680,1019,4,0.902677078,1,0.8820806,1
08319E45OJ,62,F,533413,446,3,0.810694254,1,0.92565674,1
79405K24LA,33,M,746906,620,4,0.949808932,1,0.8715082,1
04273F44IT,49,M,937804,1009,4,0.962168394,1,0.8685654,1
46689P62JT,54,M,1459730,771,4,0.988914542,1,0.86093235,1
06421C22QP,58,F,487950,418,3,0.800002459,1,0.82898337,1
93175Y71OO,31,M,1361446,378,3,0.983697845,1,0.92604744,1
50900N09NA,38,M,1869005,250,2,0.975226675,1,0.70177805,1
11788Z94EI,54,F,1222641,326,2,0.839863744,1,0.3926818,0
97182L85BD,45,F,1086248,171,1,0.757190184,1,0.28282347,0
70133H70GT,61,F,449074,362,3,0.777983778,1,0.79900736,1
88725P55OD,51,M,506806,155,1,0.454290931,0,0.46994093,0
20093N04FS,39,F,1599198,366,3,0.987871531,1,0.9085015,1
45402F37JI,52,F,1087556,80,1,0.742675892,1,0.3137721,0
52280G88IW,41,F,880364,416,3,0.928850786,1,0.91841966,1
50690Z05EF,51,F,1453906,376,3,0.980086852,1,0.904634,1
00247C96FK,52,F,594052,8,1,0.454830306,0,0.40264222,0
09429A42AP,27,F,1138190,72,1,0.813889307,1,0.5508183,1
90031A47CM,35,F,670644,487,3,0.891960458,1,0.9152157,1
64861B54BD,57,F,690067,269,2,0.57034924,1,0.42708904,0
57362P64UL,46,F,1268909,38,1,0.829936161,1,0.29552808,0
05912K70QW,30,M,703788,377,3,0.921117569,1,0.91245246,1
39664V27GA,61,M,576088,354,2,0.538977375,1,0.44060352,0
10601G95RS,63,M,1166568,323,2,0.834539329,1,0.39965978,0
64746J77UH,57,M,1487361,920,4,0.989290697,1,0.79390055,1
13751Y47MN,47,F,1203432,636,4,0.976372049,1,0.8950071,1
60601D65KI,62,F,527545,446,3,0.808419085,1,0.90234935,1
42023I67AL,44,M,973564,442,3,0.951416837,1,0.911434,1
36552I74HG,34,F,753803,974,4,0.939376418,1,0.85371816,1
73990F56YA,57,F,1400109,240,2,0.887847068,1,0.33073416,0
47172F43IM,42,F,1105422,185,1,0.772088644,1,0.26218042,0
75156B13DT,33,M,785681,212,2,0.732262683,1,0.6758041,1
93723Y85VB,26,F,852930,368,3,0.935421099,1,0.9004898,1
64891G23SO,47,F,1298224,465,3,0.972100683,1,0.93113035,1
65790T83LJ,59,M,1834507,271,2,0.965909071,1,0.3688033,0
41708W26YR,43,M,930880,303,2,0.778336793,1,0.5700277,1
05155D08EI,57,M,720800,856,4,0.930737768,1,0.92201555,1
39223U73AZ,25,F,636840,661,4,0.92758332,1,0.865804,1
44359F34BX,47,F,1106245,66,1,0.762161751,1,0.3014064,0
51762B97UC,34,F,779821,92,1,0.620937876,1,0.47368702,0
47160Z96RC,58,F,1629955,367,3,0.986050974,1,0.8155268,1
73341X46OA,28,F,755804,427,3,0.917267947,1,0.881688,1
64007Q35MX,29,M,1258244,267,2,0.903843633,1,0.6671801,1
82358S19LZ,50,F,1024489,484,3,0.944163098,1,0.8925796,1
53387B54GL,35,F,726602,353,2,0.652215482,1,0.5000074,1
39634S66AA,56,M,1227732,425,3,0.969983361,1,0.84730667,1
12209H01HO,62,F,1298814,193,1,0.813955533,1,0.3168179,0
31816U71EN,46,M,1966095,144,1,0.971919874,1,0.5255289,1
22651K12TE,33,M,1163027,203,2,0.876002473,1,0.62740403,1
10315T01JL,55,F,1873644,447,3,0.99265038,1,0.89090914,1
67381Z05AT,39,M,904892,309,2,0.774999427,1,0.6541931,1
69558O72OW,38,F,894814,220,2,0.734433819,1,0.6193246,1
84427O03JF,61,M,546255,284,2,0.520288978,1,0.47314847,0
96654Y39IJ,43,F,1020064,899,4,0.964647138,1,0.85939765,1
94569H28KO,61,F,1422707,285,2,0.888909629,1,0.36883786,0
88832M21CM,30,F,1124560,497,3,0.964773898,1,0.9070713,1
13258X04PW,48,F,1340284,500,3,0.974546117,1,0.9332561,1
19928K11LL,53,F,1891930,131,1,0.955692686,1,0.36292398,0
98199J77VT,31,M,638249,969,4,0.936447301,1,0.9310867,1
37965C14IW,54,F,1142613,251,2,0.81091322,1,0.3926818,0
74234O04QA,57,F,685862,439,3,0.869388248,1,0.92790395,1
90305H78NR,41,M,1902723,150,1,0.969006193,1,0.53076875,1
49081M77BD,54,M,1252821,129,1,0.839995201,1,0.41386676,0
35515S43HN,41,M,1696406,704,4,0.99470697,1,0.9264604,1
34393T82EZ,38,F,1252555,422,3,0.97179829,1,0.919882,1
59517F75WT,57,F,616143,308,2,0.524322609,1,0.4485521,0
01609L08NY,37,M,1111567,499,3,0.967780588,1,0.90978557,1
77472Y32OU,54,F,1558909,686,4,0.989383661,1,0.8371821,1
76394R31TV,45,F,1390207,607,4,0.985431027,1,0.90020305,1
12258B66RG,62,F,1533569,249,2,0.912689553,1,0.3527243,0
99924O80RT,47,M,966722,55,1,0.734854549,1,0.52896446,1
38596K67KH,38,F,1572372,529,4,0.991448053,1,0.90045893,1
45597M82NQ,35,M,835793,325,2,0.751961314,1,0.6544545,1
23951V24XH,63,F,1938890,262,2,0.966259205,1,0.34426847,0
94260Z13VF,36,M,1913437,342,2,0.978282937,1,0.64566404,1
26700J38PV,37,M,1680876,251,2,0.961257765,1,0.63881755,1
23612O89AJ,52,M,1263935,492,3,0.973729533,1,0.8746941,1
33080S55JH,26,M,1440699,332,2,0.939010047,1,0.7214065,1
26043C05ZX,45,F,1163901,494,3,0.9621708,1,0.9184157,1
97330U75JX,55,M,1493356,61,1,0.904786443,1,0.41802326,0
30387F95ID,42,F,1128659,120,1,0.782208053,1,0.26218042,0
64331J50TW,47,M,1360275,280,2,0.908025012,1,0.5861742,1
17207Q12CU,55,M,677301,351,2,0.617732937,1,0.45016217,0
70764R71FN,50,F,1538666,320,2,0.924007839,1,0.4369907,0
61507R10TN,27,F,1122046,373,3,0.965721947,1,0.90527016,1
61948N65UH,65,F,1704113,299,2,0.939416379,1,0.33011448,0
31919G65KG,27,F,956590,288,2,0.785735955,1,0.66108835,1
17255I06HR,35,F,680923,393,3,0.894426451,1,0.9026864,1
00753P66MH,56,M,848773,956,4,0.949378998,1,0.83295363,1
59766W75TQ,29,F,913811,402,3,0.942221844,1,0.9109317,1
27302U29QS,38,M,1472399,353,2,0.935564889,1,0.70177805,1
64483C85MR,43,M,1823912,336,2,0.970740512,1,0.5700277,1
22548U77XM,34,F,1004445,985,4,0.966781423,1,0.88988173,1
52941O01XQ,26,F,593466,277,2,0.598142782,1,0.6785783,1
30705U91AW,28,M,1409956,352,2,0.933002013,1,0.66705006,1
60288C96CQ,44,F,932322,185,1,0.681736095,1,0.2622318,0
64301U56MJ,32,F,799189,18,1,0.637677179,1,0.5404109,1
25043S31ZV,50,F,816643,182,1,0.599089162,1,0.26038846,0
23198D21GI,37,F,930940,293,2,0.753917612,1,0.5501158,1
91031G87GD,26,M,1475847,319,2,0.943880144,1,0.7214065,1
68767E94DX,53,F,1990554,122,1,0.96508544,1,0.36292398,0
33282P88GK,57,F,511733,185,1,0.390350713,0,0.41928607,0
69820C29CU,51,M,487659,86,1,0.442382017,0,0.46816492,0
08830J56VE,29,M,1132024,203,2,0.872500903,1,0.6671801,1
50008V57OY,36,M,1135045,206,2,0.864144681,1,0.64566404,1
44153R40ZT,50,M,1883251,125,1,0.964075646,1,0.47453642,0
84180D40OM,52,M,1991770,938,4,0.997134207,1,0.85489345,1
79497H78LL,25,M,796005,450,3,0.939754275,1,0.9300504,1
79453J40WD,44,F,1413962,112,1,0.877935268,1,0.2622318,0
87030N41SY,39,F,1299805,461,3,0.974594707,1,0.9085015,1
20805M36LX,35,M,1335123,221,2,0.914107196,1,0.6544545,1
67417G97KJ,58,F,1204655,49,1,0.783340133,1,0.28996062,0
98704Q36CB,62,F,1639998,29,1,0.911650149,1,0.3168179,0
48894A17SO,54,M,387543,304,2,0.440967435,0,0.4649736,0
07744G93WM,59,M,1530298,65,1,0.908741561,1,0.34809762,0
46345B62KJ,38,F,1148649,168,1,0.798181648,1,0.35488656,0
68868T46FN,31,M,740512,732,4,0.95014053,1,0.88539755,1
64495B16TS,37,M,873177,373,3,0.94283328,1,0.90978557,1
28932X64YQ,60,M,707452,131,1,0.554159091,1,0.46064267,0
55923G91QW,34,F,1048369,480,3,0.955738996,1,0.9008876,1
57137F41WK,44,M,1475088,459,3,0.985740088,1,0.911434,1
08218Q89CA,44,F,1298606,612,4,0.981931469,1,0.8892629,1
98161U76PU,62,M,467984,93,1,0.399440273,0,0.49822605,0
36881R12OA,33,M,969268,347,2,0.81272726,1,0.62740403,1
26953R69DO,63,F,1250857,15,1,0.793111819,1,0.31217852,0
65779B36NN,63,M,560199,284,2,0.523285654,1,0.4490677,0
70601R59OU,26,M,894737,110,1,0.746582486,1,0.69806784,1
11373I55FS,61,M,1747424,354,2,0.956974288,1,0.40757003,0
16872A58JL,26,F,522153,698,4,0.904667332,1,0.8789005,1
71760B49NX,26,M,1105645,73,1,0.833532544,1,0.69806784,1
05321F70YE,63,F,441247,363,3,0.770513617,1,0.8276976,1
43589H91FH,53,M,356041,487,3,0.788836826,1,0.8391965,1
29783Z30FD,43,F,1299054,190,1,0.844955542,1,0.25879565,0
09824B28OB,46,M,856591,411,3,0.934468451,1,0.92643535,1
36017D85VL,49,F,822717,409,3,0.911489867,1,0.89506316,1
33227M09PE,57,M,1471783,77,1,0.89791464,1,0.34138262,0
83711W14CM,52,F,741932,673,4,0.92436296,1,0.9052821,1
32264E50GZ,27,F,946823,265,2,0.781571687,1,0.66108835,1
04915L23RR,26,M,1135139,299,2,0.877145787,1,0.7214065,1
02483X98VL,56,F,483138,49,1,0.376079605,0,0.42405623,0
64369G34TI,33,F,734010,258,2,0.66161058,1,0.4795902,0
72693W93YK,48,F,1326490,11,1,0.846437096,1,0.34343007,0
66012S80NR,48,F,868237,983,4,0.946186444,1,0.8532582,1
08914Z73RW,36,F,1016267,467,3,0.951134828,1,0.92050356,1
94416Q62YW,56,F,1651262,57,1,0.919194481,1,0.30680227,0
41977L43ND,47,F,1439493,259,2,0.907481978,1,0.5013641,1
19448M42GO,46,M,1366360,260,2,0.910241488,1,0.5926694,1
24100E69WG,36,M,1021800,766,4,0.973329342,1,0.92462903,1
34976T98CY,37,M,1287050,951,4,0.985973729,1,0.9206648,1
06493B28PU,47,M,988263,311,2,0.794814648,1,0.5861742,1
78762S47EW,29,M,618888,430,3,0.905136433,1,0.93928784,1
90573H82KE,38,M,1025741,50,1,0.781012875,1,0.6188282,1
71375R16SQ,53,M,1774208,98,1,0.95170556,1,0.4367861,0
20426F60CD,65,M,1818455,82,1,0.950445986,1,0.32923475,0
74125J41LO,28,M,1054368,132,1,0.81135832,1,0.69369775,1
85808U95OV,29,M,1313757,403,3,0.982069305,1,0.93134916,1
93371G71FB,34,F,1157522,932,4,0.977153173,1,0.88988173,1
55571D69VY,51,F,1939329,74,1,0.961340885,1,0.3156903,0
58250M68NM,40,M,1155486,465,3,0.970063993,1,0.9159347,1
17301F09RW,63,F,1983360,166,1,0.96030143,1,0.31217852,0
70672E22IJ,44,F,1520994,226,2,0.925726244,1,0.48580283,0
08624C77CZ,47,M,1158713,475,3,0.967882617,1,0.9281853,1
20571N52JY,57,M,1131297,225,2,0.831825108,1,0.36907557,0
18343F67TS,53,M,1273595,521,4,0.982611388,1,0.8739941,1
16769U65SD,65,M,1375236,1007,4,0.984505665,1,0.7447711,1
11047A19KA,51,F,311560,44,1,0.293162621,0,0.46886122,0
65946Y50MG,48,M,938365,586,4,0.962636597,1,0.89656687,1
92297U95VW,60,F,1319477,233,2,0.861948757,1,0.35544196,0
01416W92CQ,56,M,1020932,130,1,0.741152065,1,0.37780893,0
15944B27VD,40,M,1025525,309,2,0.821802294,1,0.62425214,1
29041V21NJ,41,F,1177122,54,1,0.804079205,1,0.29138055,0
57043G95FQ,56,F,1240196,16,1,0.801814984,1,0.30680227,0
65211Z31YD,49,F,1003192,28,1,0.707308102,1,0.25399715,0
34609X15AS,61,M,357143,500,3,0.773550456,1,0.805407,1
09071Q63QP,60,F,1088676,176,1,0.725220944,1,0.315702,0
26018H10PR,30,F,1154196,415,3,0.967220937,1,0.9070713,1
90273D35EE,58,M,898858,437,3,0.932478218,1,0.7862656,1
97994R30LK,56,M,939776,191,1,0.700119853,1,0.37780893,0
75912N31YM,57,F,825981,444,3,0.904472782,1,0.8237448,1
41205Y32UU,63,F,686660,179,1,0.481235406,0,0.391433,0
93994Z84ZX,26,F,1104256,323,2,0.843208934,1,0.6912758,1
60829B32ER,45,M,1378607,572,4,0.987759876,1,0.9338144,1
28247L23AJ,51,F,793103,585,4,0.933601532,1,0.8688987,1
95916W56EH,41,M,1952397,830,4,0.99721256,1,0.9264604,1
77652M75CB,63,M,405675,177,1,0.359847649,0,0.47668964,0
50497D55SW,44,F,1525636,872,4,0.989710613,1,0.8892629,1
79465I97AT,55,F,1005202,567,4,0.958139898,1,0.85175896,1
14275R46VN,48,F,904275,320,2,0.716210277,1,0.5287978,1
95186Q41XG,40,M,1457359,585,4,0.990495267,1,0.922235,1
32782C84LF,52,F,1269601,174,1,0.820205732,1,0.3137721,0
59450Q40JJ,37,M,908069,465,3,0.947383102,1,0.90978557,1
73133V99ML,36,M,1359784,73,1,0.894231274,1,0.618038,1
01000Y87JM,32,F,1146403,366,3,0.965841256,1,0.9054792,1
14572A16NQ,58,F,1551096,7,1,0.896273755,1,0.28996062,0
74586V79BE,35,M,1485415,337,2,0.939506108,1,0.6544545,1
39701U71MC,32,M,1213669,433,3,0.976266624,1,0.9264795,1
93372L18AV,41,M,948936,186,1,0.739589845,1,0.53076875,1
88856I52YG,52,M,383512,815,4,0.859058039,1,0.95069104,1
82132Z63MO,33,M,1358891,182,1,0.897251356,1,0.69530874,1
45561L77OT,53,M,440559,353,2,0.476921476,0,0.46893692,0
39727G80HG,62,F,1381343,401,3,0.973063241,1,0.84048223,1
75627U47WM,56,M,749811,241,2,0.657181875,1,0.4659763,0
40224E27FE,65,M,1913485,267,2,0.969923824,1,0.38677856,0
23265J39NX,39,M,1412192,386,3,0.98425574,1,0.9141785,1
40532N99UY,51,M,1357753,489,3,0.979369869,1,0.87742037,1
08683Q84SN,51,F,683011,407,3,0.876269073,1,0.95662946,1
27341M58ON,55,M,1273991,381,3,0.97349066,1,0.86538315,1
46217M76OP,63,M,1684010,280,2,0.948799258,1,0.39965978,0
79704O85WW,52,F,956704,393,3,0.933038965,1,0.886927,1
36007Y59RD,44,M,1347672,298,2,0.908266234,1,0.5792184,1
01301A41BC,25,F,637441,113,1,0.559522469,1,0.4683295,0
59745L22XG,50,M,1214063,172,1,0.832971741,1,0.47453642,0
79861C52JN,37,F,1474880,452,3,0.983863635,1,0.8984567,1
38901S56XD,53,F,1529747,322,2,0.919906231,1,0.4086525,0
53798H38IR,34,M,725968,486,3,0.92181692,1,0.85139745,1
00106H45XR,38,F,1459288,468,3,0.983037984,1,0.919882,1
73555Y96ZF,39,M,1454380,131,1,0.911977201,1,0.5786984,1
00674D95VK,34,F,690407,178,1,0.566765571,1,0.33746994,0
66693P68FZ,37,M,1665595,89,1,0.9474622,1,0.5742678,1
64944I42TZ,34,F,569276,411,3,0.866171817,1,0.8776282,1
59539D81JR,51,M,1354868,95,1,0.875382668,1,0.39248937,0
23039S57WV,28,F,942296,483,3,0.946586294,1,0.89875805,1
20699D00AA,36,M,875540,341,2,0.768085027,1,0.64566404,1
34224E94WI,63,F,889941,373,3,0.912105511,1,0.83779883,1
57031Q28SW,48,M,1899476,387,3,0.994816633,1,0.9312085,1
19625H46DQ,34,M,1097574,12,1,0.817327432,1,0.66634023,1
49638E87NH,40,F,1315579,554,4,0.98344136,1,0.8995051,1
97582Q74IU,63,F,1944553,348,2,0.966720446,1,0.34426847,0
25524J03EQ,48,M,1284574,521,4,0.984009697,1,0.89656687,1
40553P43EI,62,F,530006,5,1,0.387572304,0,0.4292119,0
69849A94UJ,60,M,555619,730,4,0.895489528,1,0.95366013,1
56246L68HI,55,M,1830750,216,2,0.967096062,1,0.44112214,0
55627V01AY,43,F,1229815,103,1,0.820751218,1,0.25879565,0
12924S34WZ,52,F,1202962,110,1,0.794154781,1,0.3137721,0
24228X16GA,26,F,891995,314,2,0.759235521,1,0.6912758,1
56663U19KR,51,M,809972,251,2,0.70259837,1,0.45829472,0
67587Z70LR,40,F,1072734,426,3,0.955403668,1,0.9100199,1
85793I31CL,43,F,1111409,171,1,0.772708797,1,0.25879565,0
43218L94QI,61,F,1054868,47,1,0.705568521,1,0.31629372,0
15597N73PZ,39,M,921309,901,4,0.964765202,1,0.90704805,1
16682R23VC,62,M,422102,379,3,0.799039659,1,0.79705375,1
38352W58TF,48,M,1189553,225,2,0.863995967,1,0.6104954,1
48046N10NQ,61,F,766438,331,2,0.605688226,1,0.48615953,0
12070I51GU,39,F,1230637,313,2,0.864157218,1,0.5708403,1
96814E50DN,25,F,798918,270,2,0.716252013,1,0.6395361,1
98814W46ZV,62,F,651386,375,3,0.852105828,1,0.91096795,1
97496J75LU,61,M,381865,434,3,0.784255706,1,0.81584275,1
09504B02SP,26,F,602380,763,4,0.920704287,1,0.92717785,1
21282X41KZ,47,F,1298649,326,2,0.873146068,1,0.5013641,1
38612X33AA,51,F,823354,184,1,0.600373062,1,0.3156903,0
07406V82ZX,43,M,1811475,360,2,0.969838928,1,0.5700277,1
13643Y35OK,50,F,1045607,729,4,0.964081319,1,0.82578874,1
25692S94LK,43,F,1280433,115,1,0.838721065,1,0.25879565,0
33414J47JL,64,F,492970,246,2,0.427245524,0,0.43721208,0
46812K75UE,33,M,1425279,967,4,0.990495504,1,0.91854334,1
46922M35PP,26,M,684836,633,4,0.946090329,1,0.90392613,1
25338P94UY,39,F,1535443,490,3,0.985792305,1,0.9085015,1
76710P38II,53,M,1212985,815,4,0.979806062,1,0.8739941,1
95616I83AM,31,F,767812,350,2,0.685366441,1,0.5682267,1
82648U66WE,60,F,1445328,835,4,0.984930138,1,0.79458463,1
63967J15VH,35,F,823483,357,2,0.705252029,1,0.62925243,1
84150Y84CO,51,F,754338,259,2,0.625762973,1,0.52786225,1
81923W44KB,56,F,729791,780,4,0.918826632,1,0.8852276,1
21546F01JD,49,M,907371,391,3,0.939945219,1,0.89880913,1
09455G04LI,55,F,1489622,252,2,0.910283956,1,0.38803703,0
72587R61JR,59,M,1679908,156,1,0.935511967,1,0.34809762,0
62213I12AV,56,M,1954543,805,4,0.996705839,1,0.83295363,1
07076V00VY,57,F,503087,157,1,0.385188764,0,0.42411414,0
12260D28BC,39,M,1314387,426,3,0.979953362,1,0.9141785,1
66549I81NR,56,F,731430,140,1,0.529515385,1,0.4055792,0
65287O09WT,25,F,717466,449,3,0.912453275,1,0.88296515,1
14636L74WK,58,F,1602780,443,3,0.985079069,1,0.8155268,1
65229M86IB,42,F,996305,279,2,0.773180243,1,0.47364494,0
46096V64EF,40,F,975794,480,3,0.943783755,1,0.9100199,1
30977C06XX,37,F,1348728,269,2,0.897550299,1,0.5501158,1
60373N69RU,63,F,508491,42,1,0.372112528,0,0.42504442,0
86190T29IB,31,F,649340,338,2,0.617890461,1,0.5315539,1
90850Q39BQ,28,F,1060998,750,4,0.972939836,1,0.8850042,1
30626X63CK,51,F,638290,349,2,0.55533176,1,0.4853029,0
42753F90WC,61,F,836000,233,2,0.646608049,1,0.36883786,0
40066H16WM,34,M,1251345,143,1,0.868190999,1,0.66634023,1
98046I64GC,48,F,1509955,132,1,0.897367916,1,0.34343007,0
90738K66ZO,43,F,935288,481,3,0.936090106,1,0.9067236,1
68706W55SU,33,M,1031574,535,4,0.974823009,1,0.91854334,1
28636E16UA,35,M,1276499,233,2,0.901802638,1,0.6544545,1
16390S95YW,48,F,884504,402,3,0.924063146,1,0.9332561,1
73566C94MW,59,F,1256585,56,1,0.802866358,1,0.296635,0
30384L12DM,29,M,1007314,636,4,0.974454838,1,0.91814613,1
13882O66LO,30,F,716276,969,4,0.936569116,1,0.8733947,1
70862P59UD,56,F,414537,296,2,0.401765133,0,0.43527088,0
54796Q94BI,47,F,1455805,390,3,0.981056184,1,0.93113035,1
69740L77KA,49,M,1119344,419,3,0.963863559,1,0.89880913,1
70778Z69RF,36,M,1056610,484,3,0.963587659,1,0.9332582,1
31093J63HU,56,M,1185354,401,3,0.966719995,1,0.84730667,1
60002Q50CS,60,M,1006567,251,2,0.777360788,1,0.3793471,0
04970O75UR,40,M,1422036,302,2,0.925929306,1,0.62425214,1
